chrom	start	end	value	strand	chrom	start	end	value	strand	midpoint	c-w reads sum	c-w distance (bp)
chr12	327582	327592	49.0	+	chr12	327607	327617	133.0	-	327599	182.0	25
chr12	377502	377512	48.0	+	chr12	377510	377520	11.0	-	377511	59.0	8
chr12	669090	669100	47.0	+	chr12	669113	669123	3.0	-	669106	50.0	23
chr12	63899	63909	46.0	+	chr12	63975	63985	3.0	-	63942	49.0	76
chr12	504225	504235	46.0	+	chr12	504250	504260	38.0	-	504242	84.0	25
chr12	460177	460187	45.0	+	chr12	460191	460201	23.0	-	460189	68.0	14
chr12	83401	83411	44.0	+	chr12	83428	83438	66.0	-	83419	110.0	27
chr12	87033	87043	44.0	+	chr12	87051	87061	9.0	-	87047	53.0	18
chr12	1057197	1057207	44.0	+	chr12	1057219	1057229	56.0	-	1057213	100.0	22
chr12	1064633	1064643	44.0	+	chr12	1064647	1064657	15.0	-	1064645	59.0	14
chr12	1064811	1064821	44.0	+	chr12	1064833	1064843	164.0	-	1064827	208.0	22
chr12	605138	605148	41.0	+	chr12	605155	605165	14.0	-	605151	55.0	17
chr12	81206	81216	38.0	+	chr12	81226	81236	15.0	-	81221	53.0	20
chr12	459923	459933	38.0	+	chr12	459959	459969	58.0	-	459946	96.0	36
chr12	169584	169594	37.0	+	chr12	169615	169625	3.0	-	169604	40.0	31
chr12	65462	65472	36.0	+	chr12	65490	65500	58.0	-	65481	94.0	28
chr12	694238	694248	36.0	+	chr12	694286	694296	4.0	-	694267	40.0	48
chr12	459898	459908	35.0	+	chr12	459904	459914	13.0	-	459906	48.0	6
chr12	460325	460335	35.0	+	chr12	460348	460358	57.0	-	460341	92.0	23
chr12	460195	460205	34.0	+	chr12	460293	460303	69.0	-	460249	103.0	98
chr12	83503	83513	33.0	+	chr12	83518	83528	41.0	-	83515	74.0	15
chr12	586075	586085	33.0	+	chr12	586089	586099	32.0	-	586087	65.0	14
chr12	636262	636272	33.0	+	chr12	636270	636280	19.0	-	636271	52.0	8
chr12	5791	5801	32.0	+	chr12	5805	5815	40.0	-	5803	72.0	14
chr12	41039	41049	32.0	+	chr12	41064	41074	45.0	-	41056	77.0	25
chr12	460492	460502	32.0	+	chr12	460524	460534	30.0	-	460513	62.0	32
chr12	500474	500484	32.0	+	chr12	500499	500509	10.0	-	500491	42.0	25
chr12	100716	100726	31.0	+	chr12	100745	100755	5.0	-	100735	36.0	29
chr12	459840	459850	31.0	+	chr12	459871	459881	8.0	-	459860	39.0	31
chr12	934318	934328	31.0	+	chr12	934337	934347	16.0	-	934332	47.0	19
chr12	5740	5750	30.0	+	chr12	5771	5781	520.0	-	5760	550.0	31
chr12	169569	169579	30.0	+	chr12	169595	169605	19.0	-	169587	49.0	26
chr12	11541	11551	29.0	+	chr12	11571	11581	12.0	-	11561	41.0	30
chr12	841152	841162	29.0	+	chr12	841181	841191	63.0	-	841171	92.0	29
chr12	747776	747786	28.0	+	chr12	747776	747786	8.0	-	747781	36.0	0
chr12	514461	514471	27.0	+	chr12	514482	514492	13.0	-	514476	40.0	21
chr12	877477	877487	27.0	+	chr12	877480	877490	9.0	-	877483	36.0	3
chr12	877822	877832	27.0	+	chr12	877904	877914	4.0	-	877868	31.0	82
chr12	1012223	1012233	27.0	+	chr12	1012250	1012260	4.0	-	1012241	31.0	27
chr12	121321	121331	25.0	+	chr12	121322	121332	12.0	-	121326	37.0	1
chr12	234934	234944	25.0	+	chr12	234945	234955	8.0	-	234944	33.0	11
chr12	948241	948251	25.0	+	chr12	948286	948296	8.0	-	948268	33.0	45
chr12	1064998	1065008	25.0	+	chr12	1065037	1065047	16.0	-	1065022	41.0	39
chr12	299206	299216	24.0	+	chr12	299302	299312	6.0	-	299259	30.0	96
chr12	459776	459786	24.0	+	chr12	459798	459808	51.0	-	459792	75.0	22
chr12	460526	460536	24.0	+	chr12	460543	460553	12.0	-	460539	36.0	17
chr12	489687	489697	24.0	+	chr12	489698	489708	4.0	-	489697	28.0	11
chr12	830863	830873	24.0	+	chr12	830874	830884	4.0	-	830873	28.0	11
chr12	924603	924613	24.0	+	chr12	924623	924633	12.0	-	924618	36.0	20
chr12	329672	329682	23.0	+	chr12	329714	329724	13.0	-	329698	36.0	42
chr12	543855	543865	23.0	+	chr12	543891	543901	3.0	-	543878	26.0	36
chr12	570758	570768	23.0	+	chr12	570796	570806	7.0	-	570782	30.0	38
chr12	725369	725379	23.0	+	chr12	725432	725442	6.0	-	725405	29.0	63
chr12	83449	83459	22.0	+	chr12	83480	83490	7.0	-	83469	29.0	31
chr12	212281	212291	22.0	+	chr12	212291	212301	24.0	-	212291	46.0	10
chr12	348774	348784	22.0	+	chr12	348787	348797	5.0	-	348785	27.0	13
chr12	377679	377689	22.0	+	chr12	377721	377731	3.0	-	377705	25.0	42
chr12	11201	11211	21.0	+	chr12	11228	11238	6.0	-	11219	27.0	27
chr12	11230	11240	21.0	+	chr12	11256	11266	23.0	-	11248	44.0	26
chr12	460038	460048	21.0	+	chr12	460063	460073	4.0	-	460055	25.0	25
chr12	636372	636382	21.0	+	chr12	636391	636401	15.0	-	636386	36.0	19
chr12	645910	645920	21.0	+	chr12	645941	645951	10.0	-	645930	31.0	31
chr12	986897	986907	21.0	+	chr12	986930	986940	4.0	-	986918	25.0	33
chr12	11350	11360	20.0	+	chr12	11409	11419	141.0	-	11384	161.0	59
chr12	49740	49750	20.0	+	chr12	49757	49767	4.0	-	49753	24.0	17
chr12	121545	121555	20.0	+	chr12	121607	121617	4.0	-	121581	24.0	62
chr12	112	122	19.0	+	chr12	153	163	8.0	-	137	27.0	41
chr12	460403	460413	19.0	+	chr12	460424	460434	10.0	-	460418	29.0	21
chr12	737890	737900	19.0	+	chr12	737901	737911	38.0	-	737900	57.0	11
chr12	131647	131657	18.0	+	chr12	131706	131716	6.0	-	131681	24.0	59
chr12	460309	460319	18.0	+	chr12	460318	460328	58.0	-	460318	76.0	9
chr12	504197	504207	18.0	+	chr12	504219	504229	47.0	-	504213	65.0	22
chr12	1065036	1065046	18.0	+	chr12	1065065	1065075	171.0	-	1065055	189.0	29
chr12	11564	11574	17.0	+	chr12	11593	11603	7.0	-	11583	24.0	29
chr12	81261	81271	17.0	+	chr12	81309	81319	9.0	-	81290	26.0	48
chr12	501584	501594	17.0	+	chr12	501611	501621	2.0	-	501602	19.0	27
chr12	586046	586056	16.0	+	chr12	586128	586138	3.0	-	586092	19.0	82
chr12	605160	605170	16.0	+	chr12	605180	605190	13.0	-	605175	29.0	20
chr12	704705	704715	16.0	+	chr12	704736	704746	17.0	-	704725	33.0	31
chr12	725569	725579	16.0	+	chr12	725610	725620	2.0	-	725594	18.0	41
chr12	877718	877728	16.0	+	chr12	877779	877789	6.0	-	877753	22.0	61
chr12	931477	931487	16.0	+	chr12	931479	931489	7.0	-	931483	23.0	2
chr12	986978	986988	16.0	+	chr12	986985	986995	2.0	-	986986	18.0	7
chr12	29491	29501	15.0	+	chr12	29523	29533	11.0	-	29512	26.0	32
chr12	65478	65488	15.0	+	chr12	65513	65523	96.0	-	65500	111.0	35
chr12	90759	90769	15.0	+	chr12	90797	90807	12.0	-	90783	27.0	38
chr12	293776	293786	15.0	+	chr12	293807	293817	19.0	-	293796	34.0	31
chr12	371335	371345	15.0	+	chr12	371351	371361	13.0	-	371348	28.0	16
chr12	402020	402030	15.0	+	chr12	402033	402043	21.0	-	402031	36.0	13
chr12	424073	424083	15.0	+	chr12	424082	424092	21.0	-	424082	36.0	9
chr12	460088	460098	15.0	+	chr12	460123	460133	29.0	-	460110	44.0	35
chr12	586112	586122	15.0	+	chr12	586139	586149	2.0	-	586130	17.0	27
chr12	844156	844166	15.0	+	chr12	844191	844201	7.0	-	844178	22.0	35
chr12	1065124	1065134	15.0	+	chr12	1065150	1065160	2.0	-	1065142	17.0	26
chr12	40631	40641	14.0	+	chr12	40633	40643	8.0	-	40637	22.0	2
chr12	63792	63802	14.0	+	chr12	63804	63814	14.0	-	63803	28.0	12
chr12	208578	208588	14.0	+	chr12	208621	208631	209.0	-	208604	223.0	43
chr12	640125	640135	14.0	+	chr12	640168	640178	27.0	-	640151	41.0	43
chr12	745227	745237	14.0	+	chr12	745274	745284	3.0	-	745255	17.0	47
chr12	843947	843957	14.0	+	chr12	843987	843997	3.0	-	843972	17.0	40
chr12	1064900	1064910	14.0	+	chr12	1064914	1064924	11.0	-	1064912	25.0	14
chr12	234698	234708	13.0	+	chr12	234719	234729	14.0	-	234713	27.0	21
chr12	633463	633473	13.0	+	chr12	633483	633493	49.0	-	633478	62.0	20
chr12	680971	680981	13.0	+	chr12	680982	680992	11.0	-	680981	24.0	11
chr12	932288	932298	13.0	+	chr12	932305	932315	13.0	-	932301	26.0	17
chr12	1064571	1064581	13.0	+	chr12	1064606	1064616	9.0	-	1064593	22.0	35
chr12	121246	121256	12.0	+	chr12	121252	121262	4.0	-	121254	16.0	6
chr12	427104	427114	12.0	+	chr12	427122	427132	12.0	-	427118	24.0	18
chr12	460056	460066	12.0	+	chr12	460071	460081	3.0	-	460068	15.0	15
chr12	490693	490703	12.0	+	chr12	490721	490731	61.0	-	490712	73.0	28
chr12	498968	498978	12.0	+	chr12	498998	499008	27.0	-	498988	39.0	30
chr12	543830	543840	12.0	+	chr12	543855	543865	3.0	-	543847	15.0	25
chr12	566125	566135	12.0	+	chr12	566130	566140	3.0	-	566132	15.0	5
chr12	710725	710735	12.0	+	chr12	710750	710760	2.0	-	710742	14.0	25
chr12	903299	903309	12.0	+	chr12	903345	903355	4.0	-	903327	16.0	46
chr12	903395	903405	12.0	+	chr12	903427	903437	10.0	-	903416	22.0	32
chr12	83035	83045	11.0	+	chr12	83038	83048	2.0	-	83041	13.0	3
chr12	133272	133282	11.0	+	chr12	133280	133290	6.0	-	133281	17.0	8
chr12	173239	173249	11.0	+	chr12	173331	173341	24.0	-	173290	35.0	92
chr12	371223	371233	11.0	+	chr12	371254	371264	100.0	-	371243	111.0	31
chr12	460454	460464	11.0	+	chr12	460471	460481	5.0	-	460467	16.0	17
chr12	543813	543823	11.0	+	chr12	543832	543842	2.0	-	543827	13.0	19
chr12	545866	545876	11.0	+	chr12	545902	545912	4.0	-	545889	15.0	36
chr12	605239	605249	11.0	+	chr12	605254	605264	19.0	-	605251	30.0	15
chr12	645375	645385	11.0	+	chr12	645401	645411	13.0	-	645393	24.0	26
chr12	645935	645945	11.0	+	chr12	645960	645970	5.0	-	645952	16.0	25
chr12	924663	924673	11.0	+	chr12	924682	924692	70.0	-	924677	81.0	19
chr12	992999	993009	11.0	+	chr12	993034	993044	6.0	-	993021	17.0	35
chr12	1052873	1052883	11.0	+	chr12	1052941	1052951	2.0	-	1052912	13.0	68
chr12	5835	5845	10.0	+	chr12	5869	5879	28.0	-	5857	38.0	34
chr12	11300	11310	10.0	+	chr12	11328	11338	4.0	-	11319	14.0	28
chr12	37333	37343	10.0	+	chr12	37365	37375	3.0	-	37354	13.0	32
chr12	65432	65442	10.0	+	chr12	65445	65455	2.0	-	65443	12.0	13
chr12	83592	83602	10.0	+	chr12	83632	83642	2.0	-	83617	12.0	40
chr12	131004	131014	10.0	+	chr12	131052	131062	7.0	-	131033	17.0	48
chr12	198784	198794	10.0	+	chr12	198815	198825	4.0	-	198804	14.0	31
chr12	437162	437172	10.0	+	chr12	437164	437174	15.0	-	437168	25.0	2
chr12	566646	566656	10.0	+	chr12	566680	566690	2.0	-	566668	12.0	34
chr12	636305	636315	10.0	+	chr12	636350	636360	2.0	-	636332	12.0	45
chr12	841034	841044	10.0	+	chr12	841050	841060	2.0	-	841047	12.0	16
chr12	898978	898988	10.0	+	chr12	898983	898993	8.0	-	898985	18.0	5
chr12	924713	924723	10.0	+	chr12	924744	924754	22.0	-	924733	32.0	31
chr12	1002958	1002968	10.0	+	chr12	1003013	1003023	2.0	-	1002990	12.0	55
chr12	40596	40606	9.0	+	chr12	40611	40621	6.0	-	40608	15.0	15
chr12	208546	208556	9.0	+	chr12	208585	208595	20.0	-	208570	29.0	39
chr12	369712	369722	9.0	+	chr12	369719	369729	2.0	-	369720	11.0	7
chr12	370035	370045	9.0	+	chr12	370043	370053	3.0	-	370044	12.0	8
chr12	460348	460358	9.0	+	chr12	460374	460384	19.0	-	460366	28.0	26
chr12	490618	490628	9.0	+	chr12	490621	490631	11.0	-	490624	20.0	3
chr12	586737	586747	9.0	+	chr12	586739	586749	2.0	-	586743	11.0	2
chr12	737607	737617	9.0	+	chr12	737633	737643	8.0	-	737625	17.0	26
chr12	899082	899092	9.0	+	chr12	899094	899104	10.0	-	899093	19.0	12
chr12	40568	40578	8.0	+	chr12	40580	40590	12.0	-	40579	20.0	12
chr12	65662	65672	8.0	+	chr12	65735	65745	17.0	-	65703	25.0	73
chr12	131602	131612	8.0	+	chr12	131626	131636	8.0	-	131619	16.0	24
chr12	196648	196658	8.0	+	chr12	196682	196692	15.0	-	196670	23.0	34
chr12	196664	196674	8.0	+	chr12	196695	196705	16.0	-	196684	24.0	31
chr12	196998	197008	8.0	+	chr12	197047	197057	4.0	-	197027	12.0	49
chr12	198674	198684	8.0	+	chr12	198710	198720	3.0	-	198697	11.0	36
chr12	293569	293579	8.0	+	chr12	293641	293651	14.0	-	293610	22.0	72
chr12	370775	370785	8.0	+	chr12	370801	370811	29.0	-	370793	37.0	26
chr12	500541	500551	8.0	+	chr12	500563	500573	2.0	-	500557	10.0	22
chr12	501136	501146	8.0	+	chr12	501186	501196	113.0	-	501166	121.0	50
chr12	1064692	1064702	8.0	+	chr12	1064713	1064723	12.0	-	1064707	20.0	21
chr12	64057	64067	7.0	+	chr12	64135	64145	5.0	-	64101	12.0	78
chr12	121997	122007	7.0	+	chr12	122040	122050	29.0	-	122023	36.0	43
chr12	125053	125063	7.0	+	chr12	125068	125078	42.0	-	125065	49.0	15
chr12	197612	197622	7.0	+	chr12	197636	197646	19.0	-	197629	26.0	24
chr12	198488	198498	7.0	+	chr12	198500	198510	15.0	-	198499	22.0	12
chr12	234148	234158	7.0	+	chr12	234186	234196	3.0	-	234172	10.0	38
chr12	254688	254698	7.0	+	chr12	254728	254738	3.0	-	254713	10.0	40
chr12	293663	293673	7.0	+	chr12	293739	293749	4.0	-	293706	11.0	76
chr12	411571	411581	7.0	+	chr12	411603	411613	2.0	-	411592	9.0	32
chr12	424243	424253	7.0	+	chr12	424247	424257	5.0	-	424250	12.0	4
chr12	490845	490855	7.0	+	chr12	490868	490878	17.0	-	490861	24.0	23
chr12	500490	500500	7.0	+	chr12	500522	500532	5.0	-	500511	12.0	32
chr12	506369	506379	7.0	+	chr12	506401	506411	4.0	-	506390	11.0	32
chr12	555446	555456	7.0	+	chr12	555514	555524	3.0	-	555485	10.0	68
chr12	566140	566150	7.0	+	chr12	566175	566185	4.0	-	566162	11.0	35
chr12	576509	576519	7.0	+	chr12	576572	576582	15.0	-	576545	22.0	63
chr12	839290	839300	7.0	+	chr12	839309	839319	5.0	-	839304	12.0	19
chr12	921826	921836	7.0	+	chr12	921851	921861	2.0	-	921843	9.0	25
chr12	987024	987034	7.0	+	chr12	987100	987110	6.0	-	987067	13.0	76
chr12	1064666	1064676	7.0	+	chr12	1064695	1064705	6.0	-	1064685	13.0	29
chr12	121124	121134	6.0	+	chr12	121164	121174	43.0	-	121149	49.0	40
chr12	131569	131579	6.0	+	chr12	131583	131593	229.0	-	131581	235.0	14
chr12	198222	198232	6.0	+	chr12	198255	198265	2.0	-	198243	8.0	33
chr12	437226	437236	6.0	+	chr12	437258	437268	2.0	-	437247	8.0	32
chr12	459951	459961	6.0	+	chr12	459996	460006	31.0	-	459978	37.0	45
chr12	514491	514501	6.0	+	chr12	514520	514530	10.0	-	514510	16.0	29
chr12	554290	554300	6.0	+	chr12	554322	554332	67.0	-	554311	73.0	32
chr12	643014	643024	6.0	+	chr12	643053	643063	3.0	-	643038	9.0	39
chr12	751960	751970	6.0	+	chr12	751995	752005	2.0	-	751982	8.0	35
chr12	796625	796635	6.0	+	chr12	796641	796651	8.0	-	796638	14.0	16
chr12	841112	841122	6.0	+	chr12	841119	841129	13.0	-	841120	19.0	7
chr12	859098	859108	6.0	+	chr12	859154	859164	3.0	-	859131	9.0	56
chr12	877452	877462	6.0	+	chr12	877461	877471	17.0	-	877461	23.0	9
chr12	879419	879429	6.0	+	chr12	879462	879472	8.0	-	879445	14.0	43
chr12	948142	948152	6.0	+	chr12	948171	948181	7.0	-	948161	13.0	29
chr12	1065057	1065067	6.0	+	chr12	1065105	1065115	36.0	-	1065086	42.0	48
chr12	1065077	1065087	6.0	+	chr12	1065126	1065136	7.0	-	1065106	13.0	49
chr12	108515	108525	5.0	+	chr12	108548	108558	9.0	-	108536	14.0	33
chr12	121426	121436	5.0	+	chr12	121463	121473	2.0	-	121449	7.0	37
chr12	125189	125199	5.0	+	chr12	125193	125203	14.0	-	125196	19.0	4
chr12	143050	143060	5.0	+	chr12	143100	143110	7.0	-	143080	12.0	50
chr12	148602	148612	5.0	+	chr12	148608	148618	8.0	-	148610	13.0	6
chr12	157862	157872	5.0	+	chr12	157875	157885	3.0	-	157873	8.0	13
chr12	253037	253047	5.0	+	chr12	253049	253059	7.0	-	253048	12.0	12
chr12	329581	329591	5.0	+	chr12	329625	329635	17.0	-	329608	22.0	44
chr12	399414	399424	5.0	+	chr12	399437	399447	9.0	-	399430	14.0	23
chr12	460439	460449	5.0	+	chr12	460503	460513	11.0	-	460476	16.0	64
chr12	500598	500608	5.0	+	chr12	500626	500636	8.0	-	500617	13.0	28
chr12	504142	504152	5.0	+	chr12	504171	504181	12.0	-	504161	17.0	29
chr12	519509	519519	5.0	+	chr12	519526	519536	3.0	-	519522	8.0	17
chr12	592949	592959	5.0	+	chr12	593036	593046	7.0	-	592997	12.0	87
chr12	605485	605495	5.0	+	chr12	605509	605519	7.0	-	605502	12.0	24
chr12	645861	645871	5.0	+	chr12	645867	645877	31.0	-	645869	36.0	6
chr12	669011	669021	5.0	+	chr12	669022	669032	7.0	-	669021	12.0	11
chr12	699681	699691	5.0	+	chr12	699701	699711	4.0	-	699696	9.0	20
chr12	699925	699935	5.0	+	chr12	699969	699979	3.0	-	699952	8.0	44
chr12	747649	747659	5.0	+	chr12	747667	747677	2.0	-	747663	7.0	18
chr12	794360	794370	5.0	+	chr12	794448	794458	3.0	-	794409	8.0	88
chr12	795409	795419	5.0	+	chr12	795413	795423	6.0	-	795416	11.0	4
chr12	839175	839185	5.0	+	chr12	839235	839245	4.0	-	839210	9.0	60
chr12	922307	922317	5.0	+	chr12	922335	922345	8.0	-	922326	13.0	28
chr12	927230	927240	5.0	+	chr12	927239	927249	6.0	-	927239	11.0	9
chr12	931875	931885	5.0	+	chr12	931916	931926	6.0	-	931900	11.0	41
chr12	1052683	1052693	5.0	+	chr12	1052722	1052732	18.0	-	1052707	23.0	39
chr12	1057170	1057180	5.0	+	chr12	1057203	1057213	28.0	-	1057191	33.0	33
chr12	1064872	1064882	5.0	+	chr12	1064956	1064966	289.0	-	1064919	294.0	84
chr12	11809	11819	4.0	+	chr12	11874	11884	2.0	-	11846	6.0	65
chr12	81242	81252	4.0	+	chr12	81243	81253	8.0	-	81247	12.0	1
chr12	198695	198705	4.0	+	chr12	198727	198737	4.0	-	198716	8.0	32
chr12	232256	232266	4.0	+	chr12	232302	232312	3.0	-	232284	7.0	46
chr12	234775	234785	4.0	+	chr12	234840	234850	15.0	-	234812	19.0	65
chr12	234954	234964	4.0	+	chr12	235043	235053	2.0	-	235003	6.0	89
chr12	264064	264074	4.0	+	chr12	264104	264114	11.0	-	264089	15.0	40
chr12	296384	296394	4.0	+	chr12	296430	296440	3.0	-	296412	7.0	46
chr12	348434	348444	4.0	+	chr12	348528	348538	2.0	-	348486	6.0	94
chr12	371168	371178	4.0	+	chr12	371200	371210	29.0	-	371189	33.0	32
chr12	402039	402049	4.0	+	chr12	402060	402070	6.0	-	402054	10.0	21
chr12	423918	423928	4.0	+	chr12	423958	423968	2.0	-	423943	6.0	40
chr12	491044	491054	4.0	+	chr12	491083	491093	3.0	-	491068	7.0	39
chr12	500426	500436	4.0	+	chr12	500451	500461	8.0	-	500443	12.0	25
chr12	553908	553918	4.0	+	chr12	553913	553923	2.0	-	553915	6.0	5
chr12	554302	554312	4.0	+	chr12	554373	554383	5.0	-	554342	9.0	71
chr12	566380	566390	4.0	+	chr12	566382	566392	4.0	-	566386	8.0	2
chr12	633334	633344	4.0	+	chr12	633413	633423	2.0	-	633378	6.0	79
chr12	656928	656938	4.0	+	chr12	657014	657024	2.0	-	656976	6.0	86
chr12	699707	699717	4.0	+	chr12	699719	699729	10.0	-	699718	14.0	12
chr12	838163	838173	4.0	+	chr12	838204	838214	2.0	-	838188	6.0	41
chr12	844458	844468	4.0	+	chr12	844459	844469	18.0	-	844463	22.0	1
chr12	875321	875331	4.0	+	chr12	875373	875383	11.0	-	875352	15.0	52
chr12	918319	918329	4.0	+	chr12	918401	918411	3.0	-	918365	7.0	82
chr12	924572	924582	4.0	+	chr12	924590	924600	5.0	-	924586	9.0	18
chr12	924750	924760	4.0	+	chr12	924826	924836	13.0	-	924793	17.0	76
chr12	1013937	1013947	4.0	+	chr12	1013961	1013971	8.0	-	1013954	12.0	24
chr12	1053242	1053252	4.0	+	chr12	1053262	1053272	104.0	-	1053257	108.0	20
chr12	1064503	1064513	4.0	+	chr12	1064562	1064572	9.0	-	1064537	13.0	59
chr12	1	11	3.0	+	chr12	34	44	8.0	-	22	11.0	33
chr12	40372	40382	3.0	+	chr12	40396	40406	5.0	-	40389	8.0	24
chr12	93852	93862	3.0	+	chr12	93891	93901	9.0	-	93876	12.0	39
chr12	198909	198919	3.0	+	chr12	198971	198981	11.0	-	198945	14.0	62
chr12	199141	199151	3.0	+	chr12	199152	199162	3.0	-	199151	6.0	11
chr12	241824	241834	3.0	+	chr12	241843	241853	4.0	-	241838	7.0	19
chr12	242510	242520	3.0	+	chr12	242566	242576	3.0	-	242543	6.0	56
chr12	374861	374871	3.0	+	chr12	374961	374971	13.0	-	374916	16.0	100
chr12	377324	377334	3.0	+	chr12	377368	377378	9.0	-	377351	12.0	44
chr12	403464	403474	3.0	+	chr12	403560	403570	3.0	-	403517	6.0	96
chr12	423953	423963	3.0	+	chr12	424022	424032	38.0	-	423992	41.0	69
chr12	440116	440126	3.0	+	chr12	440162	440172	4.0	-	440144	7.0	46
chr12	491697	491707	3.0	+	chr12	491765	491775	7.0	-	491736	10.0	68
chr12	492105	492115	3.0	+	chr12	492130	492140	2.0	-	492122	5.0	25
chr12	504386	504396	3.0	+	chr12	504486	504496	2.0	-	504441	5.0	100
chr12	522663	522673	3.0	+	chr12	522676	522686	3.0	-	522674	6.0	13
chr12	524051	524061	3.0	+	chr12	524113	524123	3.0	-	524087	6.0	62
chr12	545849	545859	3.0	+	chr12	545868	545878	17.0	-	545863	20.0	19
chr12	565805	565815	3.0	+	chr12	565849	565859	2.0	-	565832	5.0	44
chr12	567117	567127	3.0	+	chr12	567182	567192	3.0	-	567154	6.0	65
chr12	605030	605040	3.0	+	chr12	605037	605047	2.0	-	605038	5.0	7
chr12	640145	640155	3.0	+	chr12	640237	640247	18.0	-	640196	21.0	92
chr12	650000	650010	3.0	+	chr12	650023	650033	9.0	-	650016	12.0	23
chr12	751807	751817	3.0	+	chr12	751825	751835	13.0	-	751821	16.0	18
chr12	830763	830773	3.0	+	chr12	830786	830796	5.0	-	830779	8.0	23
chr12	837821	837831	3.0	+	chr12	837870	837880	5.0	-	837850	8.0	49
chr12	877368	877378	3.0	+	chr12	877412	877422	16.0	-	877395	19.0	44
chr12	900148	900158	3.0	+	chr12	900151	900161	7.0	-	900154	10.0	3
chr12	903245	903255	3.0	+	chr12	903292	903302	8.0	-	903273	11.0	47
chr12	1015529	1015539	3.0	+	chr12	1015578	1015588	3.0	-	1015558	6.0	49
chr12	1018587	1018597	3.0	+	chr12	1018639	1018649	4.0	-	1018618	7.0	52
chr12	1052980	1052990	3.0	+	chr12	1053006	1053016	2.0	-	1052998	5.0	26
chr12	1053334	1053344	3.0	+	chr12	1053430	1053440	5.0	-	1053387	8.0	96
chr12	14	24	2.0	+	chr12	49	59	3.0	-	36	5.0	35
chr12	40458	40468	2.0	+	chr12	40476	40486	11.0	-	40472	13.0	18
chr12	81127	81137	2.0	+	chr12	81136	81146	47.0	-	81136	49.0	9
chr12	100761	100771	2.0	+	chr12	100768	100778	5.0	-	100769	7.0	7
chr12	122440	122450	2.0	+	chr12	122461	122471	15.0	-	122455	17.0	21
chr12	131353	131363	2.0	+	chr12	131385	131395	7.0	-	131374	9.0	32
chr12	132009	132019	2.0	+	chr12	132090	132100	4.0	-	132054	6.0	81
chr12	143209	143219	2.0	+	chr12	143296	143306	10.0	-	143257	12.0	87
chr12	154746	154756	2.0	+	chr12	154833	154843	3.0	-	154794	5.0	87
chr12	156356	156366	2.0	+	chr12	156437	156447	2.0	-	156401	4.0	81
chr12	164205	164215	2.0	+	chr12	164207	164217	4.0	-	164211	6.0	2
chr12	196608	196618	2.0	+	chr12	196663	196673	15.0	-	196640	17.0	55
chr12	199282	199292	2.0	+	chr12	199301	199311	9.0	-	199296	11.0	19
chr12	199333	199343	2.0	+	chr12	199413	199423	3.0	-	199378	5.0	80
chr12	208748	208758	2.0	+	chr12	208833	208843	9.0	-	208795	11.0	85
chr12	212213	212223	2.0	+	chr12	212275	212285	12.0	-	212249	14.0	62
chr12	232967	232977	2.0	+	chr12	233057	233067	3.0	-	233017	5.0	90
chr12	254838	254848	2.0	+	chr12	254900	254910	6.0	-	254874	8.0	62
chr12	318882	318892	2.0	+	chr12	318912	318922	5.0	-	318902	7.0	30
chr12	354421	354431	2.0	+	chr12	354457	354467	3.0	-	354444	5.0	36
chr12	371050	371060	2.0	+	chr12	371121	371131	19.0	-	371090	21.0	71
chr12	377369	377379	2.0	+	chr12	377411	377421	20.0	-	377395	22.0	42
chr12	401767	401777	2.0	+	chr12	401863	401873	7.0	-	401820	9.0	96
chr12	416864	416874	2.0	+	chr12	416911	416921	2.0	-	416892	4.0	47
chr12	423330	423340	2.0	+	chr12	423421	423431	3.0	-	423380	5.0	91
chr12	436854	436864	2.0	+	chr12	436909	436919	9.0	-	436886	11.0	55
chr12	459983	459993	2.0	+	chr12	460030	460040	2.0	-	460011	4.0	47
chr12	500355	500365	2.0	+	chr12	500366	500376	4.0	-	500365	6.0	11
chr12	510074	510084	2.0	+	chr12	510105	510115	2.0	-	510094	4.0	31
chr12	605017	605027	2.0	+	chr12	605022	605032	3.0	-	605024	5.0	5
chr12	605069	605079	2.0	+	chr12	605075	605085	3.0	-	605077	5.0	6
chr12	668896	668906	2.0	+	chr12	668941	668951	2.0	-	668923	4.0	45
chr12	668939	668949	2.0	+	chr12	668968	668978	6.0	-	668958	8.0	29
chr12	704348	704358	2.0	+	chr12	704408	704418	2.0	-	704383	4.0	60
chr12	704739	704749	2.0	+	chr12	704823	704833	8.0	-	704786	10.0	84
chr12	725447	725457	2.0	+	chr12	725458	725468	6.0	-	725457	8.0	11
chr12	725480	725490	2.0	+	chr12	725507	725517	15.0	-	725498	17.0	27
chr12	830710	830720	2.0	+	chr12	830716	830726	4.0	-	830718	6.0	6
chr12	839857	839867	2.0	+	chr12	839946	839956	9.0	-	839906	11.0	89
chr12	848596	848606	2.0	+	chr12	848647	848657	12.0	-	848626	14.0	51
chr12	900217	900227	2.0	+	chr12	900274	900284	11.0	-	900250	13.0	57
chr12	903724	903734	2.0	+	chr12	903822	903832	6.0	-	903778	8.0	98
chr12	924454	924464	2.0	+	chr12	924469	924479	5.0	-	924466	7.0	15
chr12	969571	969581	2.0	+	chr12	969651	969661	8.0	-	969616	10.0	80
chr12	1018704	1018714	2.0	+	chr12	1018749	1018759	3.0	-	1018731	5.0	45
