chrom	strand	start	end	value
chr8	+	314519	314529	2.0
chr8	+	315670	315680	2.0
chr8	+	316225	316235	2.0
chr8	+	317947	317957	2.0
chr8	+	319917	319927	2.0
chr8	+	324912	324922	2.0
chr8	+	324986	324996	2.0
chr8	+	326088	326098	2.0
chr8	+	327242	327252	2.0
chr8	+	329216	329226	2.0
chr8	+	332612	332622	2.0
chr8	+	332786	332796	2.0
chr8	+	332903	332913	2.0
chr8	+	333034	333044	2.0
chr8	+	333268	333278	2.0
chr8	+	336124	336134	2.0
chr8	+	337579	337589	2.0
chr8	+	338220	338230	2.0
chr8	+	339025	339035	2.0
chr8	+	339847	339857	2.0
chr8	+	341135	341145	2.0
chr8	+	341759	341769	2.0
chr8	+	347998	348008	2.0
chr8	+	348603	348613	2.0
chr8	+	354642	354652	2.0
chr8	+	355636	355646	2.0
chr8	+	360139	360149	2.0
chr8	+	360656	360666	2.0
chr8	+	361107	361117	2.0
chr8	+	361452	361462	2.0
chr8	+	362435	362445	2.0
chr8	+	364100	364110	2.0
chr8	+	366172	366182	2.0
chr8	+	369477	369487	2.0
chr8	+	369484	369494	2.0
chr8	+	370825	370835	2.0
chr8	+	372178	372188	2.0
chr8	+	372365	372375	2.0
chr8	+	374043	374053	2.0
chr8	+	374768	374778	2.0
chr8	+	376252	376262	2.0
chr8	+	379324	379334	2.0
chr8	+	381072	381082	2.0
chr8	+	382698	382708	2.0
chr8	+	382711	382721	2.0
chr8	+	383046	383056	2.0
chr8	+	383127	383137	2.0
chr8	+	383415	383425	2.0
chr8	+	383535	383545	2.0
chr8	+	384524	384534	2.0
chr8	+	385930	385940	2.0
chr8	+	386938	386948	2.0
chr8	+	388663	388673	2.0
chr8	+	390326	390336	2.0
chr8	+	390392	390402	2.0
chr8	+	391094	391104	2.0
chr8	+	393294	393304	2.0
chr8	+	395628	395638	2.0
chr8	+	397164	397174	2.0
chr8	+	397243	397253	2.0
chr8	+	397305	397315	2.0
chr8	+	397414	397424	2.0
chr8	+	397441	397451	2.0
chr8	+	399500	399510	2.0
chr8	+	399645	399655	2.0
chr8	+	400965	400975	2.0
chr8	+	402936	402946	2.0
chr8	+	403014	403024	2.0
chr8	+	403091	403101	2.0
chr8	+	406461	406471	2.0
chr8	+	407661	407671	2.0
chr8	+	412031	412041	2.0
chr8	+	413704	413714	2.0
chr8	+	414907	414917	2.0
chr8	+	414938	414948	2.0
chr8	+	415685	415695	2.0
chr8	+	415890	415900	2.0
chr8	+	416299	416309	2.0
chr8	+	416449	416459	2.0
chr8	+	418538	418548	2.0
chr8	+	419919	419929	2.0
chr8	+	421371	421381	2.0
chr8	+	421431	421441	2.0
chr8	+	421629	421639	2.0
chr8	+	422177	422187	2.0
chr8	+	423241	423251	2.0
chr8	+	424374	424384	2.0
chr8	+	425410	425420	2.0
chr8	+	425682	425692	2.0
chr8	+	425860	425870	2.0
chr8	+	427217	427227	2.0
chr8	+	427544	427554	2.0
chr8	+	429246	429256	2.0
chr8	+	430620	430630	2.0
chr8	+	432416	432426	2.0
chr8	+	436081	436091	2.0
chr8	+	436739	436749	2.0
chr8	+	437205	437215	2.0
chr8	+	438248	438258	2.0
chr8	+	439528	439538	2.0
chr8	+	439563	439573	2.0
chr8	+	440648	440658	2.0
chr8	+	440663	440673	2.0
chr8	+	441069	441079	2.0
chr8	+	441237	441247	2.0
chr8	+	443085	443095	2.0
chr8	+	443505	443515	2.0
chr8	+	445020	445030	2.0
chr8	+	445262	445272	2.0
chr8	+	447187	447197	2.0
chr8	+	447550	447560	2.0
chr8	+	447814	447824	2.0
chr8	+	448169	448179	2.0
chr8	+	449811	449821	2.0
chr8	+	449885	449895	2.0
chr8	+	450458	450468	2.0
chr8	+	452015	452025	2.0
chr8	+	452594	452604	2.0
chr8	+	453812	453822	2.0
chr8	+	453954	453964	2.0
chr8	+	454464	454474	2.0
chr8	+	456550	456560	2.0
chr8	+	457981	457991	2.0
chr8	+	460180	460190	2.0
chr8	+	462126	462136	2.0
chr8	+	462238	462248	2.0
chr8	+	462915	462925	2.0
chr8	+	462967	462977	2.0
chr8	+	463491	463501	2.0
chr8	+	463634	463644	2.0
chr8	+	465206	465216	2.0
chr8	+	465511	465521	2.0
chr8	+	467474	467484	2.0
chr8	+	467704	467714	2.0
chr8	+	468534	468544	2.0
chr8	+	468935	468945	2.0
chr8	+	471039	471049	2.0
chr8	+	471494	471504	2.0
chr8	+	472863	472873	2.0
chr8	+	474721	474731	2.0
chr8	+	474777	474787	2.0
chr8	+	475634	475644	2.0
chr8	+	475669	475679	2.0
chr8	+	476762	476772	2.0
chr8	+	478845	478855	2.0
chr8	+	478955	478965	2.0
chr8	+	479522	479532	2.0
chr8	+	481501	481511	2.0
chr8	+	482498	482508	2.0
chr8	+	485189	485199	2.0
chr8	+	486466	486476	2.0
chr8	+	487432	487442	2.0
chr8	+	487467	487477	2.0
chr8	+	488042	488052	2.0
chr8	+	488995	489005	2.0
chr8	+	489977	489987	2.0
chr8	+	490245	490255	2.0
chr8	+	494099	494109	2.0
chr8	+	494472	494482	2.0
chr8	+	494489	494499	2.0
chr8	+	497183	497193	2.0
chr8	+	497201	497211	2.0
chr8	+	498131	498141	2.0
chr8	+	498894	498904	2.0
chr8	+	499683	499693	2.0
chr8	+	499782	499792	2.0
chr8	+	499837	499847	2.0
chr8	+	502714	502724	2.0
chr8	+	502949	502959	2.0
chr8	+	503680	503690	2.0
chr8	+	503743	503753	2.0
chr8	+	503776	503786	2.0
chr8	+	503881	503891	2.0
chr8	+	505348	505358	2.0
chr8	+	505641	505651	2.0
chr8	+	506605	506615	2.0
chr8	+	507056	507066	2.0
chr8	+	507862	507872	2.0
chr8	+	507914	507924	2.0
chr8	+	508715	508725	2.0
chr8	+	509878	509888	2.0
chr8	+	510263	510273	2.0
chr8	+	510962	510972	2.0
chr8	+	512845	512855	2.0
chr8	+	512866	512876	2.0
chr8	+	513458	513468	2.0
chr8	+	514002	514012	2.0
chr8	+	514358	514368	2.0
chr8	+	518149	518159	2.0
chr8	+	518498	518508	2.0
chr8	+	522225	522235	2.0
chr8	+	522880	522890	2.0
chr8	+	524292	524302	2.0
chr8	+	553721	553731	2.0
chr8	+	555198	555208	2.0
chr8	-	5766	5776	2.0
chr8	-	5776	5786	3.0
chr8	-	5887	5897	2.0
chr8	-	10184	10194	2.0
chr8	-	12662	12672	2.0
chr8	-	14795	14805	2.0
chr8	-	14972	14982	3.0
chr8	-	16805	16815	6.0
chr8	-	17093	17103	2.0
chr8	-	18368	18378	3.0
chr8	-	19233	19243	2.0
chr8	-	19396	19406	2.0
chr8	-	19589	19599	2.0
chr8	-	19663	19673	2.0
chr8	-	20274	20284	4.0
chr8	-	20333	20343	3.0
chr8	-	20398	20408	3.0
chr8	-	20732	20742	2.0
chr8	-	20929	20939	4.0
chr8	-	24196	24206	2.0
chr8	-	24717	24727	3.0
chr8	-	25547	25557	2.0
chr8	-	25792	25802	4.0
chr8	-	26043	26053	7.0
chr8	-	26357	26367	2.0
chr8	-	27684	27694	6.0
chr8	-	27701	27711	4.0
chr8	-	29115	29125	6.0
chr8	-	30614	30624	2.0
chr8	-	30643	30653	4.0
chr8	-	31194	31204	2.0
chr8	-	31557	31567	2.0
chr8	-	31649	31659	2.0
chr8	-	31953	31963	2.0
chr8	-	32805	32815	9.0
chr8	-	32830	32840	12.0
chr8	-	33711	33721	3.0
chr8	-	34799	34809	2.0
chr8	-	34992	35002	3.0
chr8	-	35029	35039	4.0
chr8	-	35047	35057	3.0
chr8	-	35285	35295	3.0
chr8	-	35556	35566	4.0
chr8	-	35858	35868	2.0
chr8	-	36755	36765	5.0
chr8	-	36922	36932	4.0
chr8	-	37617	37627	4.0
chr8	-	37761	37771	2.0
chr8	-	37834	37844	3.0
chr8	-	38440	38450	4.0
chr8	-	38920	38930	2.0
chr8	-	39116	39126	9.0
chr8	-	39441	39451	2.0
chr8	-	39479	39489	2.0
chr8	-	39504	39514	5.0
chr8	-	39720	39730	5.0
chr8	-	40025	40035	7.0
chr8	-	40548	40558	8.0
chr8	-	40590	40600	3.0
chr8	-	40767	40777	6.0
chr8	-	40782	40792	2.0
chr8	-	40912	40922	11.0
chr8	-	41746	41756	2.0
chr8	-	42451	42461	2.0
chr8	-	42502	42512	2.0
chr8	-	43044	43054	2.0
chr8	-	43401	43411	5.0
chr8	-	44160	44170	2.0
chr8	-	45142	45152	3.0
chr8	-	45567	45577	4.0
chr8	-	47021	47031	2.0
chr8	-	47132	47142	5.0
chr8	-	47192	47202	6.0
chr8	-	47361	47371	2.0
chr8	-	47857	47867	4.0
chr8	-	48262	48272	6.0
chr8	-	48303	48313	10.0
chr8	-	48796	48806	2.0
chr8	-	48969	48979	2.0
chr8	-	49642	49652	5.0
chr8	-	51361	51371	2.0
chr8	-	51375	51385	2.0
chr8	-	51506	51516	6.0
chr8	-	51625	51635	4.0
chr8	-	51674	51684	7.0
chr8	-	52207	52217	8.0
chr8	-	52517	52527	2.0
chr8	-	53348	53358	3.0
chr8	-	53364	53374	4.0
chr8	-	53423	53433	10.0
chr8	-	53582	53592	4.0
chr8	-	53887	53897	3.0
chr8	-	54694	54704	3.0
chr8	-	54801	54811	3.0
chr8	-	55112	55122	3.0
chr8	-	55480	55490	2.0
chr8	-	55830	55840	3.0
chr8	-	56375	56385	3.0
chr8	-	57626	57636	8.0
chr8	-	58705	58715	5.0
chr8	-	59486	59496	2.0
chr8	-	61083	61093	2.0
chr8	-	61177	61187	2.0
chr8	-	61666	61676	4.0
chr8	-	63327	63337	2.0
chr8	-	63633	63643	4.0
chr8	-	64714	64724	6.0
chr8	-	65091	65101	3.0
chr8	-	65863	65873	2.0
chr8	-	66059	66069	6.0
chr8	-	66301	66311	2.0
chr8	-	67451	67461	2.0
chr8	-	67581	67591	3.0
chr8	-	67593	67603	2.0
chr8	-	67877	67887	4.0
chr8	-	67938	67948	2.0
chr8	-	67969	67979	2.0
chr8	-	68445	68455	2.0
chr8	-	68478	68488	2.0
chr8	-	68590	68600	2.0
chr8	-	68637	68647	3.0
chr8	-	68669	68679	2.0
chr8	-	69307	69317	2.0
chr8	-	69507	69517	2.0
chr8	-	70841	70851	5.0
chr8	-	71580	71590	2.0
chr8	-	71836	71846	2.0
chr8	-	73036	73046	2.0
chr8	-	73674	73684	3.0
chr8	-	74412	74422	4.0
chr8	-	74896	74906	2.0
chr8	-	75275	75285	3.0
chr8	-	75558	75568	2.0
chr8	-	75581	75591	3.0
chr8	-	75837	75847	4.0
chr8	-	75934	75944	4.0
chr8	-	76455	76465	3.0
chr8	-	77885	77895	6.0
chr8	-	78198	78208	3.0
chr8	-	78324	78334	3.0
chr8	-	79722	79732	2.0
chr8	-	79758	79768	3.0
chr8	-	79809	79819	4.0
chr8	-	79892	79902	3.0
chr8	-	80744	80754	9.0
chr8	-	80761	80771	5.0
chr8	-	81439	81449	3.0
chr8	-	82898	82908	2.0
chr8	-	84440	84450	3.0
chr8	-	84517	84527	2.0
chr8	-	85161	85171	4.0
chr8	-	85202	85212	2.0
chr8	-	85397	85407	15.0
chr8	-	85447	85457	4.0
chr8	-	92848	92858	2.0
chr8	-	93878	93888	3.0
chr8	-	94477	94487	4.0
chr8	-	95383	95393	4.0
chr8	-	96509	96519	2.0
chr8	-	96883	96893	2.0
chr8	-	96894	96904	2.0
chr8	-	96991	97001	3.0
chr8	-	97343	97353	2.0
chr8	-	97678	97688	6.0
chr8	-	97948	97958	3.0
chr8	-	98569	98579	88.0
chr8	-	98644	98654	28.0
chr8	-	98761	98771	5.0
chr8	-	99297	99307	2.0
chr8	-	99360	99370	3.0
chr8	-	100155	100165	8.0
chr8	-	100598	100608	2.0
chr8	-	101146	101156	3.0
chr8	-	101176	101186	5.0
chr8	-	101317	101327	3.0
chr8	-	103308	103318	9.0
chr8	-	103837	103847	2.0
chr8	-	105397	105407	3.0
chr8	-	105528	105538	2.0
chr8	-	106303	106313	2.0
chr8	-	106525	106535	2.0
chr8	-	106584	106594	2.0
chr8	-	106620	106630	2.0
chr8	-	108501	108511	3.0
chr8	-	108742	108752	2.0
chr8	-	109502	109512	3.0
chr8	-	110131	110141	2.0
chr8	-	110969	110979	2.0
chr8	-	111850	111860	3.0
chr8	-	112095	112105	6.0
chr8	-	112192	112202	2.0
chr8	-	112740	112750	4.0
chr8	-	112760	112770	2.0
chr8	-	113700	113710	2.0
chr8	-	113968	113978	2.0
chr8	-	113989	113999	3.0
chr8	-	114007	114017	8.0
chr8	-	114322	114332	2.0
chr8	-	114515	114525	3.0
chr8	-	115243	115253	3.0
chr8	-	115703	115713	3.0
chr8	-	115746	115756	3.0
chr8	-	116194	116204	29.0
chr8	-	117241	117251	3.0
chr8	-	117422	117432	6.0
chr8	-	117462	117472	3.0
chr8	-	117554	117564	8.0
chr8	-	119328	119338	3.0
chr8	-	119974	119984	8.0
chr8	-	120030	120040	7.0
chr8	-	120178	120188	3.0
chr8	-	120391	120401	2.0
chr8	-	120812	120822	14.0
chr8	-	121701	121711	5.0
chr8	-	121891	121901	5.0
chr8	-	122157	122167	6.0
chr8	-	122327	122337	2.0
chr8	-	123463	123473	2.0
chr8	-	123603	123613	5.0
chr8	-	123947	123957	2.0
chr8	-	124730	124740	4.0
chr8	-	124831	124841	2.0
chr8	-	124863	124873	3.0
chr8	-	125058	125068	3.0
chr8	-	125093	125103	2.0
chr8	-	125461	125471	2.0
chr8	-	126942	126952	2.0
chr8	-	127239	127249	12.0
chr8	-	127496	127506	3.0
chr8	-	128721	128731	4.0
chr8	-	128979	128989	2.0
chr8	-	129003	129013	3.0
chr8	-	129631	129641	3.0
chr8	-	129696	129706	2.0
chr8	-	130078	130088	2.0
chr8	-	130696	130706	3.0
chr8	-	130839	130849	3.0
chr8	-	130890	130900	7.0
chr8	-	130915	130925	3.0
chr8	-	130935	130945	2.0
chr8	-	131088	131098	3.0
chr8	-	132492	132502	6.0
chr8	-	132683	132693	3.0
chr8	-	132900	132910	2.0
chr8	-	133120	133130	4.0
chr8	-	133171	133181	2.0
chr8	-	133263	133273	2.0
chr8	-	134712	134722	2.0
chr8	-	137063	137073	3.0
chr8	-	137128	137138	7.0
chr8	-	137186	137196	2.0
chr8	-	137338	137348	4.0
chr8	-	137392	137402	2.0
chr8	-	138132	138142	2.0
chr8	-	138401	138411	4.0
chr8	-	138524	138534	5.0
chr8	-	138648	138658	4.0
chr8	-	139769	139779	3.0
chr8	-	140714	140724	3.0
chr8	-	141337	141347	2.0
chr8	-	141832	141842	2.0
chr8	-	142218	142228	2.0
chr8	-	142373	142383	2.0
chr8	-	142505	142515	7.0
chr8	-	143372	143382	2.0
chr8	-	143444	143454	2.0
chr8	-	143686	143696	5.0
chr8	-	144617	144627	2.0
chr8	-	144856	144866	2.0
chr8	-	145307	145317	2.0
chr8	-	145447	145457	7.0
chr8	-	145499	145509	5.0
chr8	-	145567	145577	3.0
chr8	-	146332	146342	5.0
chr8	-	148536	148546	2.0
chr8	-	149006	149016	2.0
chr8	-	149583	149593	3.0
chr8	-	150231	150241	2.0
chr8	-	151081	151091	3.0
chr8	-	151199	151209	2.0
chr8	-	151277	151287	3.0
chr8	-	151315	151325	2.0
chr8	-	151417	151427	29.0
chr8	-	151484	151494	9.0
chr8	-	151548	151558	3.0
chr8	-	151729	151739	3.0
chr8	-	151796	151806	6.0
chr8	-	152252	152262	2.0
chr8	-	153540	153550	2.0
chr8	-	153669	153679	3.0
chr8	-	153944	153954	4.0
chr8	-	155729	155739	3.0
chr8	-	156770	156780	2.0
chr8	-	157290	157300	3.0
chr8	-	158093	158103	2.0
chr8	-	158440	158450	2.0
chr8	-	159115	159125	2.0
chr8	-	159139	159149	3.0
chr8	-	159165	159175	3.0
chr8	-	159787	159797	2.0
chr8	-	159955	159965	3.0
chr8	-	160279	160289	3.0
chr8	-	160572	160582	20.0
chr8	-	160644	160654	5.0
chr8	-	160658	160668	11.0
chr8	-	160879	160889	6.0
chr8	-	161283	161293	3.0
chr8	-	161343	161353	2.0
chr8	-	161993	162003	3.0
chr8	-	162030	162040	3.0
chr8	-	163486	163496	3.0
chr8	-	164106	164116	2.0
chr8	-	165264	165274	2.0
chr8	-	165527	165537	2.0
chr8	-	167287	167297	6.0
chr8	-	167439	167449	3.0
chr8	-	167772	167782	2.0
chr8	-	168060	168070	2.0
chr8	-	169177	169187	2.0
chr8	-	169394	169404	2.0
chr8	-	169441	169451	2.0
chr8	-	169502	169512	4.0
chr8	-	169807	169817	4.0
chr8	-	169972	169982	2.0
chr8	-	170027	170037	3.0
chr8	-	170198	170208	2.0
chr8	-	170698	170708	2.0
chr8	-	172510	172520	2.0
chr8	-	172552	172562	4.0
chr8	-	173009	173019	3.0
chr8	-	173073	173083	4.0
chr8	-	173098	173108	5.0
chr8	-	173483	173493	8.0
chr8	-	173650	173660	6.0
chr8	-	174092	174102	13.0
chr8	-	174670	174680	3.0
chr8	-	174884	174894	2.0
chr8	-	175341	175351	2.0
chr8	-	175713	175723	3.0
chr8	-	175741	175751	4.0
chr8	-	175767	175777	4.0
chr8	-	175790	175800	5.0
chr8	-	176156	176166	4.0
chr8	-	176177	176187	2.0
chr8	-	176312	176322	3.0
chr8	-	176329	176339	4.0
chr8	-	177615	177625	5.0
chr8	-	178029	178039	5.0
chr8	-	178390	178400	8.0
chr8	-	178739	178749	2.0
chr8	-	180896	180906	2.0
chr8	-	180991	181001	6.0
chr8	-	182302	182312	2.0
chr8	-	182317	182327	4.0
chr8	-	182540	182550	3.0
chr8	-	182957	182967	4.0
chr8	-	184643	184653	2.0
chr8	-	184690	184700	3.0
chr8	-	185166	185176	3.0
chr8	-	185472	185482	4.0
chr8	-	185702	185712	2.0
chr8	-	185808	185818	2.0
chr8	-	186639	186649	2.0
chr8	-	188502	188512	5.0
chr8	-	188709	188719	3.0
chr8	-	189009	189019	3.0
chr8	-	189346	189356	3.0
chr8	-	189461	189471	3.0
chr8	-	189691	189701	3.0
chr8	-	190088	190098	4.0
chr8	-	190280	190290	4.0
chr8	-	190896	190906	2.0
chr8	-	192611	192621	2.0
chr8	-	192930	192940	2.0
chr8	-	193012	193022	2.0
chr8	-	194017	194027	3.0
chr8	-	194705	194715	4.0
chr8	-	194874	194884	6.0
chr8	-	196595	196605	2.0
chr8	-	196651	196661	2.0
chr8	-	196685	196695	5.0
chr8	-	196706	196716	2.0
chr8	-	196955	196965	3.0
chr8	-	197506	197516	2.0
chr8	-	197662	197672	5.0
chr8	-	197857	197867	2.0
chr8	-	198957	198967	2.0
chr8	-	200736	200746	4.0
chr8	-	200778	200788	3.0
chr8	-	201322	201332	14.0
chr8	-	201348	201358	2.0
chr8	-	204528	204538	3.0
chr8	-	204700	204710	3.0
chr8	-	204942	204952	2.0
chr8	-	205486	205496	3.0
chr8	-	205730	205740	2.0
chr8	-	206070	206080	2.0
chr8	-	206101	206111	2.0
chr8	-	206115	206125	4.0
chr8	-	206975	206985	2.0
chr8	-	207741	207751	3.0
chr8	-	207864	207874	2.0
chr8	-	208623	208633	4.0
chr8	-	209160	209170	3.0
chr8	-	209293	209303	2.0
chr8	-	209435	209445	2.0
chr8	-	209772	209782	3.0
chr8	-	209811	209821	2.0
chr8	-	210486	210496	2.0
chr8	-	210947	210957	7.0
chr8	-	214253	214263	2.0
chr8	-	216260	216270	2.0
chr8	-	217118	217128	3.0
chr8	-	217652	217662	2.0
chr8	-	217689	217699	2.0
chr8	-	217761	217771	4.0
chr8	-	218095	218105	4.0
chr8	-	218552	218562	2.0
chr8	-	218605	218615	8.0
chr8	-	219367	219377	4.0
chr8	-	219949	219959	5.0
chr8	-	220956	220966	5.0
chr8	-	221170	221180	3.0
chr8	-	222060	222070	2.0
chr8	-	222183	222193	3.0
chr8	-	223091	223101	3.0
chr8	-	223275	223285	2.0
chr8	-	223300	223310	2.0
chr8	-	224790	224800	3.0
chr8	-	225985	225995	3.0
chr8	-	226014	226024	3.0
chr8	-	226314	226324	2.0
chr8	-	226567	226577	3.0
chr8	-	226987	226997	2.0
chr8	-	227942	227952	3.0
chr8	-	227991	228001	4.0
chr8	-	228026	228036	6.0
chr8	-	229494	229504	2.0
chr8	-	229519	229529	3.0
chr8	-	229791	229801	2.0
chr8	-	231838	231848	8.0
chr8	-	231911	231921	4.0
chr8	-	232983	232993	3.0
chr8	-	233018	233028	2.0
chr8	-	233114	233124	3.0
chr8	-	233129	233139	2.0
chr8	-	233146	233156	5.0
chr8	-	233294	233304	4.0
chr8	-	234027	234037	7.0
chr8	-	234342	234352	5.0
chr8	-	235118	235128	3.0
chr8	-	235152	235162	2.0
chr8	-	235202	235212	7.0
chr8	-	235763	235773	2.0
chr8	-	235992	236002	3.0
chr8	-	236013	236023	2.0
chr8	-	236322	236332	7.0
chr8	-	236390	236400	6.0
chr8	-	237542	237552	5.0
chr8	-	237957	237967	4.0
chr8	-	238682	238692	3.0
chr8	-	239147	239157	3.0
chr8	-	239300	239310	5.0
chr8	-	239836	239846	3.0
chr8	-	240739	240749	3.0
chr8	-	241526	241536	2.0
chr8	-	241810	241820	2.0
chr8	-	241883	241893	2.0
chr8	-	242894	242904	9.0
chr8	-	243967	243977	3.0
chr8	-	244058	244068	2.0
chr8	-	244434	244444	3.0
chr8	-	245380	245390	8.0
chr8	-	246827	246837	3.0
chr8	-	247132	247142	2.0
chr8	-	247388	247398	3.0
chr8	-	247407	247417	3.0
chr8	-	248232	248242	2.0
chr8	-	249547	249557	3.0
chr8	-	249586	249596	5.0
chr8	-	249683	249693	4.0
chr8	-	249698	249708	3.0
chr8	-	249927	249937	2.0
chr8	-	251541	251551	5.0
chr8	-	252140	252150	2.0
chr8	-	252774	252784	2.0
chr8	-	253491	253501	2.0
chr8	-	253768	253778	7.0
chr8	-	253854	253864	3.0
chr8	-	253871	253881	2.0
chr8	-	254491	254501	2.0
chr8	-	254905	254915	2.0
chr8	-	256117	256127	3.0
chr8	-	258469	258479	2.0
chr8	-	259228	259238	2.0
chr8	-	259358	259368	5.0
chr8	-	259537	259547	10.0
chr8	-	263478	263488	2.0
chr8	-	263910	263920	2.0
chr8	-	263944	263954	5.0
chr8	-	264729	264739	4.0
chr8	-	265693	265703	2.0
chr8	-	265764	265774	2.0
chr8	-	266435	266445	2.0
chr8	-	266623	266633	3.0
chr8	-	267302	267312	3.0
chr8	-	267340	267350	5.0
chr8	-	267369	267379	6.0
chr8	-	267853	267863	3.0
chr8	-	267919	267929	2.0
chr8	-	267999	268009	2.0
chr8	-	268087	268097	2.0
chr8	-	268752	268762	3.0
chr8	-	269455	269465	2.0
chr8	-	269941	269951	4.0
chr8	-	270354	270364	5.0
chr8	-	271086	271096	2.0
chr8	-	271376	271386	5.0
chr8	-	272425	272435	3.0
chr8	-	272441	272451	6.0
chr8	-	272460	272470	3.0
chr8	-	272727	272737	5.0
chr8	-	273015	273025	4.0
chr8	-	273062	273072	2.0
chr8	-	273178	273188	2.0
chr8	-	273337	273347	3.0
chr8	-	275238	275248	11.0
chr8	-	275437	275447	5.0
chr8	-	275853	275863	10.0
chr8	-	277014	277024	4.0
chr8	-	277413	277423	2.0
chr8	-	277588	277598	15.0
chr8	-	277606	277616	6.0
chr8	-	277659	277669	5.0
chr8	-	277782	277792	6.0
chr8	-	278124	278134	3.0
chr8	-	278515	278525	2.0
chr8	-	278736	278746	2.0
chr8	-	278802	278812	9.0
chr8	-	279427	279437	4.0
chr8	-	279635	279645	3.0
chr8	-	280558	280568	2.0
chr8	-	281243	281253	2.0
chr8	-	282340	282350	2.0
chr8	-	282849	282859	2.0
chr8	-	285090	285100	2.0
chr8	-	285190	285200	3.0
chr8	-	285441	285451	3.0
chr8	-	287591	287601	6.0
chr8	-	287607	287617	7.0
chr8	-	287679	287689	4.0
chr8	-	289659	289669	3.0
chr8	-	289835	289845	2.0
chr8	-	290995	291005	3.0
chr8	-	291856	291866	2.0
chr8	-	292208	292218	3.0
chr8	-	292239	292249	3.0
chr8	-	292941	292951	3.0
chr8	-	294156	294166	2.0
chr8	-	294421	294431	2.0
chr8	-	294792	294802	2.0
chr8	-	295001	295011	5.0
chr8	-	295333	295343	3.0
chr8	-	295927	295937	2.0
chr8	-	296116	296126	2.0
chr8	-	296832	296842	3.0
chr8	-	297634	297644	2.0
chr8	-	297716	297726	6.0
chr8	-	297781	297791	2.0
chr8	-	298038	298048	7.0
chr8	-	298260	298270	4.0
chr8	-	298333	298343	3.0
chr8	-	298836	298846	3.0
chr8	-	299504	299514	8.0
chr8	-	299625	299635	7.0
chr8	-	300702	300712	3.0
chr8	-	301519	301529	3.0
chr8	-	302008	302018	2.0
chr8	-	302217	302227	2.0
chr8	-	303080	303090	2.0
chr8	-	303274	303284	2.0
chr8	-	303697	303707	2.0
chr8	-	303744	303754	2.0
chr8	-	305388	305398	3.0
chr8	-	306591	306601	2.0
chr8	-	306861	306871	9.0
chr8	-	307116	307126	2.0
chr8	-	307704	307714	2.0
chr8	-	309926	309936	4.0
chr8	-	311381	311391	4.0
chr8	-	311460	311470	3.0
chr8	-	311646	311656	3.0
chr8	-	313005	313015	4.0
chr8	-	313429	313439	3.0
chr8	-	313462	313472	4.0
chr8	-	313533	313543	4.0
chr8	-	313652	313662	2.0
chr8	-	314843	314853	2.0
chr8	-	315209	315219	2.0
chr8	-	315515	315525	3.0
chr8	-	316104	316114	2.0
chr8	-	316357	316367	5.0
chr8	-	317122	317132	7.0
chr8	-	318260	318270	5.0
chr8	-	318523	318533	2.0
chr8	-	318590	318600	3.0
chr8	-	318753	318763	3.0
chr8	-	319162	319172	3.0
chr8	-	319221	319231	3.0
chr8	-	320256	320266	5.0
chr8	-	320490	320500	2.0
chr8	-	321660	321670	2.0
chr8	-	322388	322398	3.0
chr8	-	322807	322817	4.0
chr8	-	322929	322939	2.0
chr8	-	324801	324811	3.0
chr8	-	325216	325226	3.0
chr8	-	325567	325577	2.0
chr8	-	326449	326459	3.0
chr8	-	327601	327611	4.0
chr8	-	327805	327815	2.0
chr8	-	327974	327984	3.0
chr8	-	328832	328842	2.0
chr8	-	328859	328869	2.0
chr8	-	331497	331507	5.0
chr8	-	331789	331799	3.0
chr8	-	332466	332476	3.0
chr8	-	335585	335595	3.0
chr8	-	335654	335664	5.0
chr8	-	335817	335827	2.0
chr8	-	336430	336440	2.0
chr8	-	336885	336895	5.0
chr8	-	337029	337039	5.0
chr8	-	337046	337056	2.0
chr8	-	337530	337540	9.0
chr8	-	337743	337753	4.0
chr8	-	340313	340323	4.0
chr8	-	340576	340586	4.0
chr8	-	341097	341107	4.0
chr8	-	341654	341664	9.0
chr8	-	342381	342391	4.0
chr8	-	342705	342715	2.0
chr8	-	342752	342762	3.0
chr8	-	342777	342787	2.0
chr8	-	342834	342844	4.0
chr8	-	343572	343582	2.0
chr8	-	345153	345163	12.0
chr8	-	345632	345642	5.0
chr8	-	346219	346229	2.0
chr8	-	346256	346266	5.0
chr8	-	347028	347038	4.0
chr8	-	347585	347595	3.0
chr8	-	347724	347734	2.0
chr8	-	348272	348282	2.0
chr8	-	348453	348463	2.0
chr8	-	349645	349655	2.0
chr8	-	351501	351511	2.0
chr8	-	352202	352212	2.0
chr8	-	352466	352476	3.0
chr8	-	353092	353102	2.0
chr8	-	353179	353189	5.0
chr8	-	353826	353836	3.0
chr8	-	353913	353923	6.0
chr8	-	354024	354034	4.0
chr8	-	354225	354235	2.0
chr8	-	355051	355061	2.0
chr8	-	355256	355266	10.0
chr8	-	355891	355901	2.0
chr8	-	355929	355939	7.0
chr8	-	356388	356398	3.0
chr8	-	356804	356814	2.0
chr8	-	357424	357434	2.0
chr8	-	357789	357799	9.0
chr8	-	358165	358175	4.0
chr8	-	359614	359624	3.0
chr8	-	359815	359825	2.0
chr8	-	359855	359865	2.0
chr8	-	360463	360473	2.0
chr8	-	360801	360811	5.0
