chrom	start	end	value	strand	chrom	start	end	value	strand	midpoint	c-w reads sum	c-w distance (bp)
chr13	514024	514034	2.0	+	chr13	514062	514072	4.0	-	514048	6.0	38
chr13	515086	515096	2.0	+	chr13	515166	515176	4.0	-	515131	6.0	80
chr13	516707	516717	2.0	+	chr13	516726	516736	2.0	-	516721	4.0	19
chr13	523247	523257	2.0	+	chr13	523284	523294	3.0	-	523270	5.0	37
chr13	526072	526082	2.0	+	chr13	526148	526158	4.0	-	526115	6.0	76
chr13	528619	528629	2.0	+	chr13	528656	528666	2.0	-	528642	4.0	37
chr13	538231	538241	2.0	+	chr13	538307	538317	3.0	-	538274	5.0	76
chr13	539827	539837	2.0	+	chr13	539912	539922	3.0	-	539874	5.0	85
chr13	542263	542273	2.0	+	chr13	542284	542294	2.0	-	542278	4.0	21
chr13	544552	544562	2.0	+	chr13	544631	544641	2.0	-	544596	4.0	79
chr13	545427	545437	2.0	+	chr13	545493	545503	2.0	-	545465	4.0	66
chr13	546115	546125	2.0	+	chr13	546142	546152	6.0	-	546133	8.0	27
chr13	546127	546137	2.0	+	chr13	546127	546137	3.0	-	546132	5.0	0
chr13	547829	547839	2.0	+	chr13	547856	547866	9.0	-	547847	11.0	27
chr13	550614	550624	2.0	+	chr13	550684	550694	3.0	-	550654	5.0	70
chr13	556411	556421	2.0	+	chr13	556424	556434	2.0	-	556422	4.0	13
chr13	560416	560426	2.0	+	chr13	560430	560440	2.0	-	560428	4.0	14
chr13	560537	560547	2.0	+	chr13	560619	560629	3.0	-	560583	5.0	82
chr13	560817	560827	2.0	+	chr13	560849	560859	4.0	-	560838	6.0	32
chr13	562018	562028	2.0	+	chr13	562046	562056	2.0	-	562037	4.0	28
chr13	562058	562068	2.0	+	chr13	562124	562134	2.0	-	562096	4.0	66
chr13	564100	564110	2.0	+	chr13	564105	564115	3.0	-	564107	5.0	5
chr13	564135	564145	2.0	+	chr13	564169	564179	4.0	-	564157	6.0	34
chr13	567794	567804	2.0	+	chr13	567867	567877	3.0	-	567835	5.0	73
chr13	574883	574893	2.0	+	chr13	574956	574966	2.0	-	574924	4.0	73
chr13	584106	584116	2.0	+	chr13	584116	584126	2.0	-	584116	4.0	10
chr13	584131	584141	2.0	+	chr13	584184	584194	7.0	-	584162	9.0	53
chr13	587994	588004	2.0	+	chr13	588036	588046	3.0	-	588020	5.0	42
chr13	590498	590508	2.0	+	chr13	590563	590573	5.0	-	590535	7.0	65
chr13	591210	591220	2.0	+	chr13	591288	591298	2.0	-	591254	4.0	78
chr13	592601	592611	2.0	+	chr13	592641	592651	2.0	-	592626	4.0	40
chr13	596146	596156	2.0	+	chr13	596237	596247	3.0	-	596196	5.0	91
chr13	610415	610425	2.0	+	chr13	610501	610511	2.0	-	610463	4.0	86
chr13	618806	618816	2.0	+	chr13	618847	618857	3.0	-	618831	5.0	41
chr13	624695	624705	2.0	+	chr13	624699	624709	3.0	-	624702	5.0	4
chr13	624895	624905	2.0	+	chr13	624911	624921	4.0	-	624908	6.0	16
chr13	625819	625829	2.0	+	chr13	625913	625923	6.0	-	625871	8.0	94
chr13	625949	625959	2.0	+	chr13	625993	626003	3.0	-	625976	5.0	44
chr13	627134	627144	2.0	+	chr13	627230	627240	2.0	-	627187	4.0	96
chr13	627243	627253	2.0	+	chr13	627266	627276	2.0	-	627259	4.0	23
chr13	627609	627619	2.0	+	chr13	627612	627622	8.0	-	627615	10.0	3
chr13	628984	628994	2.0	+	chr13	629049	629059	2.0	-	629021	4.0	65
chr13	629194	629204	2.0	+	chr13	629256	629266	2.0	-	629230	4.0	62
chr13	631167	631177	2.0	+	chr13	631234	631244	3.0	-	631205	5.0	67
chr13	631858	631868	2.0	+	chr13	631944	631954	6.0	-	631906	8.0	86
chr13	636511	636521	2.0	+	chr13	636545	636555	2.0	-	636533	4.0	34
chr13	636854	636864	2.0	+	chr13	636883	636893	2.0	-	636873	4.0	29
chr13	638348	638358	2.0	+	chr13	638398	638408	3.0	-	638378	5.0	50
chr13	645420	645430	2.0	+	chr13	645460	645470	18.0	-	645445	20.0	40
chr13	645672	645682	2.0	+	chr13	645732	645742	2.0	-	645707	4.0	60
chr13	658121	658131	2.0	+	chr13	658149	658159	8.0	-	658140	10.0	28
chr13	666016	666026	2.0	+	chr13	666089	666099	3.0	-	666057	5.0	73
chr13	668704	668714	2.0	+	chr13	668776	668786	2.0	-	668745	4.0	72
chr13	672424	672434	2.0	+	chr13	672462	672472	2.0	-	672448	4.0	38
chr13	673755	673765	2.0	+	chr13	673755	673765	4.0	-	673760	6.0	0
chr13	676285	676295	2.0	+	chr13	676293	676303	3.0	-	676294	5.0	8
chr13	678201	678211	2.0	+	chr13	678224	678234	5.0	-	678217	7.0	23
chr13	683070	683080	2.0	+	chr13	683113	683123	2.0	-	683096	4.0	43
chr13	684208	684218	2.0	+	chr13	684219	684229	31.0	-	684218	33.0	11
chr13	684896	684906	2.0	+	chr13	684967	684977	2.0	-	684936	4.0	71
chr13	689719	689729	2.0	+	chr13	689787	689797	6.0	-	689758	8.0	68
chr13	691275	691285	2.0	+	chr13	691278	691288	2.0	-	691281	4.0	3
chr13	694658	694668	2.0	+	chr13	694687	694697	6.0	-	694677	8.0	29
chr13	694970	694980	2.0	+	chr13	694993	695003	2.0	-	694986	4.0	23
chr13	695954	695964	2.0	+	chr13	696000	696010	3.0	-	695982	5.0	46
chr13	696148	696158	2.0	+	chr13	696186	696196	5.0	-	696172	7.0	38
chr13	707168	707178	2.0	+	chr13	707208	707218	2.0	-	707193	4.0	40
chr13	710406	710416	2.0	+	chr13	710413	710423	3.0	-	710414	5.0	7
chr13	710448	710458	2.0	+	chr13	710457	710467	2.0	-	710457	4.0	9
chr13	711168	711178	2.0	+	chr13	711239	711249	2.0	-	711208	4.0	71
chr13	716100	716110	2.0	+	chr13	716171	716181	99.0	-	716140	101.0	71
chr13	720092	720102	2.0	+	chr13	720159	720169	2.0	-	720130	4.0	67
chr13	730949	730959	2.0	+	chr13	731021	731031	5.0	-	730990	7.0	72
chr13	742550	742560	2.0	+	chr13	742602	742612	4.0	-	742581	6.0	52
chr13	747668	747678	2.0	+	chr13	747687	747697	4.0	-	747682	6.0	19
chr13	747933	747943	2.0	+	chr13	747978	747988	4.0	-	747960	6.0	45
chr13	749385	749395	2.0	+	chr13	749396	749406	2.0	-	749395	4.0	11
chr13	752545	752555	2.0	+	chr13	752569	752579	3.0	-	752562	5.0	24
chr13	758117	758127	2.0	+	chr13	758157	758167	4.0	-	758142	6.0	40
chr13	763127	763137	2.0	+	chr13	763200	763210	2.0	-	763168	4.0	73
chr13	771828	771838	2.0	+	chr13	771829	771839	9.0	-	771833	11.0	1
chr13	772097	772107	2.0	+	chr13	772122	772132	4.0	-	772114	6.0	25
chr13	772196	772206	2.0	+	chr13	772289	772299	5.0	-	772247	7.0	93
chr13	773655	773665	2.0	+	chr13	773740	773750	3.0	-	773702	5.0	85
chr13	775497	775507	2.0	+	chr13	775523	775533	2.0	-	775515	4.0	26
chr13	775645	775655	2.0	+	chr13	775685	775695	6.0	-	775670	8.0	40
chr13	777515	777525	2.0	+	chr13	777586	777596	9.0	-	777555	11.0	71
chr13	777691	777701	2.0	+	chr13	777734	777744	5.0	-	777717	7.0	43
chr13	778221	778231	2.0	+	chr13	778261	778271	2.0	-	778246	4.0	40
chr13	780706	780716	2.0	+	chr13	780789	780799	4.0	-	780752	6.0	83
chr13	782312	782322	2.0	+	chr13	782364	782374	3.0	-	782343	5.0	52
chr13	782666	782676	2.0	+	chr13	782723	782733	3.0	-	782699	5.0	57
chr13	782758	782768	2.0	+	chr13	782776	782786	2.0	-	782772	4.0	18
chr13	783026	783036	2.0	+	chr13	783052	783062	4.0	-	783044	6.0	26
chr13	783084	783094	2.0	+	chr13	783109	783119	3.0	-	783101	5.0	25
chr13	785954	785964	2.0	+	chr13	785967	785977	2.0	-	785965	4.0	13
chr13	792333	792343	2.0	+	chr13	792352	792362	2.0	-	792347	4.0	19
chr13	792521	792531	2.0	+	chr13	792547	792557	2.0	-	792539	4.0	26
chr13	792935	792945	2.0	+	chr13	792963	792973	5.0	-	792954	7.0	28
chr13	793119	793129	2.0	+	chr13	793166	793176	3.0	-	793147	5.0	47
chr13	795274	795284	2.0	+	chr13	795306	795316	3.0	-	795295	5.0	32
chr13	795912	795922	2.0	+	chr13	795965	795975	8.0	-	795943	10.0	53
chr13	797813	797823	2.0	+	chr13	797843	797853	4.0	-	797833	6.0	30
chr13	797947	797957	2.0	+	chr13	797950	797960	8.0	-	797953	10.0	3
chr13	799990	800000	2.0	+	chr13	800031	800041	2.0	-	800015	4.0	41
chr13	800516	800526	2.0	+	chr13	800529	800539	2.0	-	800527	4.0	13
chr13	800943	800953	2.0	+	chr13	800968	800978	4.0	-	800960	6.0	25
chr13	803356	803366	2.0	+	chr13	803443	803453	3.0	-	803404	5.0	87
chr13	805682	805692	2.0	+	chr13	805718	805728	4.0	-	805705	6.0	36
chr13	808899	808909	2.0	+	chr13	808932	808942	3.0	-	808920	5.0	33
chr13	812512	812522	2.0	+	chr13	812600	812610	5.0	-	812561	7.0	88
chr13	814177	814187	2.0	+	chr13	814185	814195	2.0	-	814186	4.0	8
chr13	819904	819914	2.0	+	chr13	819936	819946	4.0	-	819925	6.0	32
chr13	820645	820655	2.0	+	chr13	820669	820679	6.0	-	820662	8.0	24
chr13	822998	823008	2.0	+	chr13	823084	823094	2.0	-	823046	4.0	86
chr13	831956	831966	2.0	+	chr13	831981	831991	5.0	-	831973	7.0	25
chr13	832154	832164	2.0	+	chr13	832162	832172	31.0	-	832163	33.0	8
chr13	832347	832357	2.0	+	chr13	832408	832418	3.0	-	832382	5.0	61
chr13	843582	843592	2.0	+	chr13	843656	843666	2.0	-	843624	4.0	74
chr13	847509	847519	2.0	+	chr13	847545	847555	2.0	-	847532	4.0	36
chr13	854114	854124	2.0	+	chr13	854148	854158	2.0	-	854136	4.0	34
chr13	854310	854320	2.0	+	chr13	854368	854378	8.0	-	854344	10.0	58
chr13	854364	854374	2.0	+	chr13	854464	854474	2.0	-	854419	4.0	100
chr13	855900	855910	2.0	+	chr13	855954	855964	3.0	-	855932	5.0	54
chr13	857408	857418	2.0	+	chr13	857475	857485	6.0	-	857446	8.0	67
chr13	860714	860724	2.0	+	chr13	860738	860748	2.0	-	860731	4.0	24
chr13	863229	863239	2.0	+	chr13	863291	863301	2.0	-	863265	4.0	62
chr13	869149	869159	2.0	+	chr13	869209	869219	3.0	-	869184	5.0	60
chr13	876439	876449	2.0	+	chr13	876446	876456	3.0	-	876447	5.0	7
chr13	879149	879159	2.0	+	chr13	879218	879228	3.0	-	879188	5.0	69
chr13	879322	879332	2.0	+	chr13	879374	879384	8.0	-	879353	10.0	52
chr13	881328	881338	2.0	+	chr13	881366	881376	2.0	-	881352	4.0	38
chr13	887151	887161	2.0	+	chr13	887191	887201	6.0	-	887176	8.0	40
chr13	887343	887353	2.0	+	chr13	887396	887406	2.0	-	887374	4.0	53
chr13	893324	893334	2.0	+	chr13	893407	893417	8.0	-	893370	10.0	83
chr13	895795	895805	2.0	+	chr13	895817	895827	2.0	-	895811	4.0	22
chr13	895993	896003	2.0	+	chr13	896025	896035	3.0	-	896014	5.0	32
chr13	897019	897029	2.0	+	chr13	897101	897111	4.0	-	897065	6.0	82
chr13	901742	901752	2.0	+	chr13	901759	901769	3.0	-	901755	5.0	17
chr13	911830	911840	2.0	+	chr13	911878	911888	5.0	-	911859	7.0	48
chr12	877430	877440	3421.0	+	chr12	877460	877470	10.0	-	877450	3431.0	30
chr12	877416	877426	3042.0	+	chr12	877434	877444	12.0	-	877430	3054.0	18
chr12	489481	489491	2760.0	+	chr12	489510	489520	988.0	-	489500	3748.0	29
chr12	125098	125108	2580.0	+	chr12	125125	125135	625.0	-	125116	3205.0	27
chr12	489629	489639	1726.0	+	chr12	489655	489665	551.0	-	489647	2277.0	26
chr12	877530	877540	1648.0	+	chr12	877557	877567	1840.0	-	877548	3488.0	27
chr12	489570	489580	1467.0	+	chr12	489600	489610	4354.0	-	489590	5821.0	30
chr12	63835	63845	1425.0	+	chr12	63862	63872	1079.0	-	63853	2504.0	27
chr12	605100	605110	1102.0	+	chr12	605129	605139	289.0	-	605119	1391.0	29
chr12	830815	830825	1099.0	+	chr12	830841	830851	1030.0	-	830833	2129.0	26
chr12	586009	586019	1058.0	+	chr12	586036	586046	516.0	-	586027	1574.0	27
chr12	371282	371292	980.0	+	chr12	371321	371331	1939.0	-	371306	2919.0	39
chr12	1064945	1064955	670.0	+	chr12	1064973	1064983	246.0	-	1064964	916.0	28
chr12	490654	490664	633.0	+	chr12	490679	490689	114.0	-	490671	747.0	25
chr12	669045	669055	593.0	+	chr12	669074	669084	231.0	-	669064	824.0	29
chr12	877475	877485	540.0	+	chr12	877489	877499	6.0	-	877487	546.0	14
chr12	125114	125124	484.0	+	chr12	125150	125160	175.0	-	125137	659.0	36
chr12	121194	121204	470.0	+	chr12	121220	121230	434.0	-	121212	904.0	26
chr12	1064806	1064816	445.0	+	chr12	1064834	1064844	152.0	-	1064825	597.0	28
chr12	1064934	1064944	443.0	+	chr12	1064938	1064948	45.0	-	1064941	488.0	4
chr12	129985	129995	425.0	+	chr12	130012	130022	380.0	-	130003	805.0	27
chr12	81162	81172	408.0	+	chr12	81189	81199	302.0	-	81180	710.0	27
chr12	747710	747720	347.0	+	chr12	747738	747748	428.0	-	747729	775.0	28
chr12	377430	377440	332.0	+	chr12	377452	377462	283.0	-	377446	615.0	22
chr12	877368	877378	310.0	+	chr12	877368	877378	7.0	-	877373	317.0	0
chr12	924665	924675	278.0	+	chr12	924687	924697	91.0	-	924681	369.0	22
chr12	489530	489540	268.0	+	chr12	489581	489591	1638.0	-	489560	1906.0	51
chr12	877548	877558	257.0	+	chr12	877626	877636	70.0	-	877592	327.0	78
chr12	924623	924633	252.0	+	chr12	924649	924659	97.0	-	924641	349.0	26
chr12	725509	725519	235.0	+	chr12	725536	725546	196.0	-	725527	431.0	27
chr12	424013	424023	231.0	+	chr12	424043	424053	241.0	-	424033	472.0	30
chr12	40536	40546	221.0	+	chr12	40563	40573	161.0	-	40554	382.0	27
chr12	5701	5711	218.0	+	chr12	5726	5736	331.0	-	5718	549.0	25
chr12	489451	489461	215.0	+	chr12	489469	489479	14.0	-	489465	229.0	18
chr12	1064976	1064986	191.0	+	chr12	1065011	1065021	72.0	-	1064998	263.0	35
chr12	585962	585972	177.0	+	chr12	585976	585986	17.0	-	585974	194.0	14
chr12	645886	645896	177.0	+	chr12	645913	645923	226.0	-	645904	403.0	27
chr12	371247	371257	162.0	+	chr12	371296	371306	1112.0	-	371276	1274.0	49
chr12	329546	329556	160.0	+	chr12	329572	329582	332.0	-	329564	492.0	26
chr12	1065057	1065067	154.0	+	chr12	1065101	1065111	42.0	-	1065084	196.0	44
chr12	490755	490765	152.0	+	chr12	490781	490791	162.0	-	490773	314.0	26
chr12	1064898	1064908	150.0	+	chr12	1064922	1064932	23.0	-	1064915	173.0	24
chr12	234869	234879	144.0	+	chr12	234898	234908	163.0	-	234888	307.0	29
chr12	948225	948235	142.0	+	chr12	948251	948261	139.0	-	948243	281.0	26
chr12	49	59	139.0	+	chr12	87	97	246.0	-	73	385.0	38
chr12	399471	399481	135.0	+	chr12	399497	399507	132.0	-	399489	267.0	26
chr12	489592	489602	135.0	+	chr12	489637	489647	591.0	-	489619	726.0	45
chr12	501175	501185	132.0	+	chr12	501203	501213	881.0	-	501194	1013.0	28
chr12	899007	899017	129.0	+	chr12	899027	899037	105.0	-	899022	234.0	20
chr12	903475	903485	129.0	+	chr12	903501	903511	123.0	-	903493	252.0	26
chr12	440081	440091	115.0	+	chr12	440102	440112	943.0	-	440096	1058.0	21
chr12	65481	65491	113.0	+	chr12	65513	65523	97.0	-	65502	210.0	32
chr12	543772	543782	111.0	+	chr12	543803	543813	3.0	-	543792	114.0	31
chr12	1071623	1071633	111.0	+	chr12	1071660	1071670	96.0	-	1071646	207.0	37
chr12	329508	329518	109.0	+	chr12	329519	329529	23.0	-	329518	132.0	11
chr12	840126	840136	108.0	+	chr12	840151	840161	203.0	-	840143	311.0	25
chr12	87024	87034	105.0	+	chr12	87048	87058	46.0	-	87041	151.0	24
chr12	459888	459898	97.0	+	chr12	459910	459920	58.0	-	459904	155.0	22
chr12	65462	65472	90.0	+	chr12	65488	65498	97.0	-	65480	187.0	26
chr12	11370	11380	87.0	+	chr12	11404	11414	324.0	-	11392	411.0	34
chr12	198614	198624	87.0	+	chr12	198639	198649	419.0	-	198631	506.0	25
chr12	986941	986951	87.0	+	chr12	986961	986971	227.0	-	986956	314.0	20
chr12	371222	371232	85.0	+	chr12	371235	371245	10.0	-	371233	95.0	13
chr12	704691	704701	85.0	+	chr12	704716	704726	33.0	-	704708	118.0	25
chr12	460309	460319	84.0	+	chr12	460348	460358	116.0	-	460333	200.0	39
chr12	460402	460412	83.0	+	chr12	460415	460425	2.0	-	460413	85.0	13
chr12	645908	645918	82.0	+	chr12	645959	645969	41.0	-	645938	123.0	51
chr12	83402	83412	81.0	+	chr12	83426	83436	123.0	-	83419	204.0	24
chr12	437187	437197	81.0	+	chr12	437212	437222	104.0	-	437204	185.0	25
chr12	83497	83507	79.0	+	chr12	83512	83522	39.0	-	83509	118.0	15
chr12	460490	460500	79.0	+	chr12	460504	460514	29.0	-	460502	108.0	14
chr12	460544	460554	75.0	+	chr12	460566	460576	130.0	-	460560	205.0	22
chr12	559327	559337	75.0	+	chr12	559355	559365	65.0	-	559346	140.0	28
chr12	514460	514470	74.0	+	chr12	514485	514495	57.0	-	514477	131.0	25
chr12	459848	459858	73.0	+	chr12	459880	459890	10.0	-	459869	83.0	32
chr12	489667	489677	72.0	+	chr12	489717	489727	8.0	-	489697	80.0	50
chr12	566401	566411	72.0	+	chr12	566429	566439	109.0	-	566420	181.0	28
chr12	460515	460525	71.0	+	chr12	460543	460553	24.0	-	460534	95.0	28
chr12	899033	899043	71.0	+	chr12	899061	899071	399.0	-	899052	470.0	28
chr12	844031	844041	70.0	+	chr12	844061	844071	130.0	-	844051	200.0	30
chr12	460276	460286	68.0	+	chr12	460296	460306	31.0	-	460291	99.0	20
chr12	460192	460202	67.0	+	chr12	460240	460250	31.0	-	460221	98.0	48
chr12	293697	293707	66.0	+	chr12	293713	293723	59.0	-	293710	125.0	16
chr12	460017	460027	65.0	+	chr12	460053	460063	13.0	-	460040	78.0	36
chr12	586072	586082	65.0	+	chr12	586107	586117	63.0	-	586094	128.0	35
chr12	844019	844029	65.0	+	chr12	844040	844050	39.0	-	844034	104.0	21
chr12	1065001	1065011	65.0	+	chr12	1065032	1065042	33.0	-	1065021	98.0	31
chr12	100680	100690	63.0	+	chr12	100706	100716	77.0	-	100698	140.0	26
chr12	459837	459847	62.0	+	chr12	459865	459875	7.0	-	459856	69.0	28
chr12	459922	459932	62.0	+	chr12	459956	459966	89.0	-	459944	151.0	34
chr12	125035	125045	61.0	+	chr12	125077	125087	20.0	-	125061	81.0	42
chr12	460034	460044	61.0	+	chr12	460081	460091	22.0	-	460062	83.0	47
chr12	585979	585989	59.0	+	chr12	586062	586072	101.0	-	586025	160.0	83
chr12	1064689	1064699	59.0	+	chr12	1064728	1064738	14.0	-	1064713	73.0	39
chr12	460090	460100	58.0	+	chr12	460107	460117	43.0	-	460103	101.0	17
chr12	460181	460191	58.0	+	chr12	460187	460197	50.0	-	460189	108.0	6
chr12	586049	586059	57.0	+	chr12	586085	586095	84.0	-	586072	141.0	36
chr12	586103	586113	57.0	+	chr12	586140	586150	90.0	-	586126	147.0	37
chr12	11400	11410	55.0	+	chr12	11428	11438	144.0	-	11419	199.0	28
chr12	296352	296362	55.0	+	chr12	296376	296386	23.0	-	296369	78.0	24
chr12	504213	504223	55.0	+	chr12	504232	504242	194.0	-	504227	249.0	19
chr12	586115	586125	54.0	+	chr12	586168	586178	10.0	-	586146	64.0	53
chr12	1064699	1064709	53.0	+	chr12	1064700	1064710	32.0	-	1064704	85.0	1
chr12	566428	566438	52.0	+	chr12	566456	566466	74.0	-	566447	126.0	28
chr12	636260	636270	52.0	+	chr12	636286	636296	31.0	-	636278	83.0	26
chr12	460119	460129	48.0	+	chr12	460153	460163	32.0	-	460141	80.0	34
chr12	699738	699748	48.0	+	chr12	699765	699775	31.0	-	699756	79.0	27
chr12	41040	41050	47.0	+	chr12	41063	41073	49.0	-	41056	96.0	23
chr12	694215	694225	47.0	+	chr12	694241	694251	200.0	-	694233	247.0	26
chr12	327548	327558	46.0	+	chr12	327593	327603	14.0	-	327575	60.0	45
chr12	129948	129958	45.0	+	chr12	129994	130004	124.0	-	129976	169.0	46
chr12	460074	460084	45.0	+	chr12	460130	460140	58.0	-	460107	103.0	56
chr12	490777	490787	43.0	+	chr12	490817	490827	15.0	-	490802	58.0	40
chr12	198596	198606	40.0	+	chr12	198611	198621	21.0	-	198608	61.0	15
chr12	348747	348757	40.0	+	chr12	348770	348780	2.0	-	348763	42.0	23
chr12	737889	737899	40.0	+	chr12	737903	737913	41.0	-	737901	81.0	14
chr12	751885	751895	40.0	+	chr12	751907	751917	74.0	-	751901	114.0	22
chr12	830787	830797	40.0	+	chr12	830885	830895	77.0	-	830841	117.0	98
chr12	877612	877622	40.0	+	chr12	877682	877692	3.0	-	877652	43.0	70
chr12	1065035	1065045	40.0	+	chr12	1065064	1065074	24.0	-	1065054	64.0	29
chr12	460104	460114	39.0	+	chr12	460172	460182	35.0	-	460143	74.0	68
chr12	169574	169584	38.0	+	chr12	169596	169606	49.0	-	169590	87.0	22
chr12	924576	924586	38.0	+	chr12	924610	924620	6.0	-	924598	44.0	34
chr12	823436	823446	37.0	+	chr12	823461	823471	3.0	-	823453	40.0	25
chr12	63794	63804	35.0	+	chr12	63822	63832	18.0	-	63813	53.0	28
chr12	500471	500481	35.0	+	chr12	500490	500500	26.0	-	500485	61.0	19
chr12	329489	329499	34.0	+	chr12	329499	329509	12.0	-	329499	46.0	10
chr12	65439	65449	33.0	+	chr12	65456	65466	8.0	-	65452	41.0	17
chr12	198582	198592	32.0	+	chr12	198584	198594	4.0	-	198588	36.0	2
chr12	704715	704725	31.0	+	chr12	704770	704780	8.0	-	704747	39.0	55
chr12	5825	5835	29.0	+	chr12	5856	5866	35.0	-	5845	64.0	31
chr12	80395	80405	29.0	+	chr12	80422	80432	8.0	-	80413	37.0	27
chr12	460424	460434	29.0	+	chr12	460471	460481	42.0	-	460452	71.0	47
chr12	1057196	1057206	29.0	+	chr12	1057220	1057230	82.0	-	1057213	111.0	24
chr12	377388	377398	28.0	+	chr12	377415	377425	23.0	-	377406	51.0	27
chr12	605147	605157	28.0	+	chr12	605185	605195	49.0	-	605171	77.0	38
chr12	234818	234828	27.0	+	chr12	234851	234861	15.0	-	234839	42.0	33
chr12	460160	460170	27.0	+	chr12	460259	460269	13.0	-	460214	40.0	99
chr12	11233	11243	26.0	+	chr12	11267	11277	55.0	-	11255	81.0	34
chr12	87058	87068	26.0	+	chr12	87085	87095	193.0	-	87076	219.0	27
chr12	121148	121158	26.0	+	chr12	121174	121184	5.0	-	121166	31.0	26
chr12	669015	669025	26.0	+	chr12	669056	669066	215.0	-	669040	241.0	41
chr12	460227	460237	25.0	+	chr12	460271	460281	18.0	-	460254	43.0	44
chr12	460331	460341	25.0	+	chr12	460372	460382	118.0	-	460356	143.0	41
chr12	501135	501145	25.0	+	chr12	501137	501147	12.0	-	501141	37.0	2
chr12	924686	924696	25.0	+	chr12	924716	924726	62.0	-	924706	87.0	30
chr12	903512	903522	24.0	+	chr12	903535	903545	56.0	-	903528	80.0	23
chr12	40622	40632	23.0	+	chr12	40644	40654	7.0	-	40638	30.0	22
chr12	83366	83376	23.0	+	chr12	83381	83391	6.0	-	83378	29.0	15
chr12	108540	108550	23.0	+	chr12	108567	108577	14.0	-	108558	37.0	27
chr12	121293	121303	23.0	+	chr12	121329	121339	3.0	-	121316	26.0	36
chr12	566446	566456	23.0	+	chr12	566504	566514	5.0	-	566480	28.0	58
chr12	841170	841180	23.0	+	chr12	841181	841191	78.0	-	841180	101.0	11
chr12	424043	424053	22.0	+	chr12	424094	424104	25.0	-	424073	47.0	51
chr12	888496	888506	22.0	+	chr12	888573	888583	2.0	-	888539	24.0	77
chr12	377370	377380	21.0	+	chr12	377380	377390	10.0	-	377380	31.0	10
chr12	490716	490726	21.0	+	chr12	490717	490727	39.0	-	490721	60.0	1
chr12	924719	924729	21.0	+	chr12	924744	924754	63.0	-	924736	84.0	25
chr12	212268	212278	20.0	+	chr12	212292	212302	16.0	-	212285	36.0	24
chr12	645856	645866	20.0	+	chr12	645876	645886	17.0	-	645871	37.0	20
chr12	1065134	1065144	20.0	+	chr12	1065151	1065161	5.0	-	1065147	25.0	17
chr12	11195	11205	19.0	+	chr12	11229	11239	12.0	-	11217	31.0	34
chr12	81129	81139	19.0	+	chr12	81136	81146	4.0	-	81137	23.0	7
chr12	592320	592330	19.0	+	chr12	592358	592368	2.0	-	592344	21.0	38
chr12	898966	898976	19.0	+	chr12	898987	898997	16.0	-	898981	35.0	21
chr12	489724	489734	18.0	+	chr12	489732	489742	14.0	-	489733	32.0	8
chr12	504193	504203	18.0	+	chr12	504251	504261	162.0	-	504227	180.0	58
chr12	839293	839303	18.0	+	chr12	839307	839317	2.0	-	839305	20.0	14
chr12	877639	877649	18.0	+	chr12	877722	877732	2.0	-	877685	20.0	83
chr12	877758	877768	17.0	+	chr12	877778	877788	8.0	-	877773	25.0	20
chr12	1064634	1064644	17.0	+	chr12	1064648	1064658	6.0	-	1064646	23.0	14
chr12	5738	5748	16.0	+	chr12	5753	5763	1387.0	-	5750	1403.0	15
chr12	5795	5805	16.0	+	chr12	5823	5833	16.0	-	5814	32.0	28
chr12	11542	11552	16.0	+	chr12	11571	11581	103.0	-	11561	119.0	29
chr12	197614	197624	16.0	+	chr12	197640	197650	17.0	-	197632	33.0	26
chr12	258651	258661	16.0	+	chr12	258693	258703	8.0	-	258677	24.0	42
chr12	293671	293681	16.0	+	chr12	293675	293685	2.0	-	293678	18.0	4
chr12	500600	500610	16.0	+	chr12	500626	500636	2.0	-	500618	18.0	26
chr12	680962	680972	16.0	+	chr12	680992	681002	7.0	-	680982	23.0	30
chr12	841155	841165	16.0	+	chr12	841227	841237	9.0	-	841196	25.0	72
chr12	877674	877684	16.0	+	chr12	877749	877759	8.0	-	877716	24.0	75
chr12	901814	901824	16.0	+	chr12	901875	901885	2.0	-	901849	18.0	61
chr12	1064545	1064555	16.0	+	chr12	1064565	1064575	4.0	-	1064560	20.0	20
chr12	40474	40484	15.0	+	chr12	40483	40493	4.0	-	40483	19.0	9
chr12	129904	129914	15.0	+	chr12	129950	129960	14.0	-	129932	29.0	46
chr12	501307	501317	15.0	+	chr12	501318	501328	19.0	-	501317	34.0	11
chr12	605159	605169	15.0	+	chr12	605222	605232	4.0	-	605195	19.0	63
chr12	694163	694173	15.0	+	chr12	694204	694214	14.0	-	694188	29.0	41
chr12	838324	838334	15.0	+	chr12	838418	838428	4.0	-	838376	19.0	94
chr12	63755	63765	14.0	+	chr12	63787	63797	20.0	-	63776	34.0	32
chr12	402007	402017	14.0	+	chr12	402034	402044	37.0	-	402025	51.0	27
chr12	704554	704564	14.0	+	chr12	704644	704654	3.0	-	704604	17.0	90
chr12	830744	830754	14.0	+	chr12	830770	830780	14.0	-	830762	28.0	26
chr12	843975	843985	14.0	+	chr12	843987	843997	18.0	-	843986	32.0	12
chr12	877726	877736	14.0	+	chr12	877799	877809	8.0	-	877767	22.0	73
chr12	898949	898959	14.0	+	chr12	898966	898976	7.0	-	898962	21.0	17
chr12	81206	81216	13.0	+	chr12	81232	81242	14.0	-	81224	27.0	26
